unit_id,name,price,about,bedrooms,bathrooms,size,property_type,location,price_per_sqm,link,Private Pool,Private Gym,Private Garden,Covered Parking,Maids Quarters,Jacuzzi,Garden,Balcony
U932680,3 Bedroom Apartment for sale at Hyde Park,"EGP23,600,000","This property is a 268 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theHyde Parkproject in The 5th Settlement, Cairo and was completed in Mar 2022. You can buy this apartment for a base price of EGP23,600,000 (EGP87,900/SqM).",3,3,268,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP87,900",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-hyde-park-in-the-5th-settlement-cairo-u932680,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U959940,5 Bedroom Villa for sale at Mivida,"EGP28,800,000","This property is a 390 SqM villa with5 bedroomsand 6 bathrooms that is available for sale. It is part of theMividaproject in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP28,800,000 (EGP73,800/SqM).",5,6,390,Villa,"The 5th Settlement, Cairo","EGP73,800",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-villa-for-sale-at-mivida-in-the-5th-settlement-cairo-u959940,N/A,N/A,mawgood,mawgood,mawgood,N/A,mawgood,mawgood
U931904,2 Bedroom Apartment for sale at Mountain View Hyde Park,"EGP7,080,000","This property is a 172 SqM apartment with2 bedroomsand 2 bathrooms that is available for sale. It is part of theMountain View Hyde Parkproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP7,080,000 (EGP41,100/SqM).",2,2,172,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP41,100",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-mountain-view-hyde-park-in-the-5th-settlement-cairo-u931904,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood
U921684,5 Bedroom Villa for sale at Mountain View iCity,"EGP26,200,000","This property is a 800 SqM villa with5 bedroomsand 6 bathrooms that is available for sale. It is part of theMountain View iCityproject in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP26,200,000 (EGP32,700/SqM).",5,6,800,Villa,"The 5th Settlement, Cairo","EGP32,700",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-villa-for-sale-at-mountain-view-icity-in-the-5th-settlement-cairo-u921684,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood
U945584,5 Bedroom Villa for sale at Villette,"EGP15,300,000","This property is a 369 SqM villa with5 bedroomsand 4 bathrooms that is available for sale. It is part of theVilletteproject in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP15,300,000 (EGP41,500/SqM).",5,4,369,Villa,"The 5th Settlement, Cairo","EGP41,500",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-villa-for-sale-at-villette-in-the-5th-settlement-cairo-u945584,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U946326,4 Bedroom Villa for sale at Azzar,"EGP11,100,000","This property is a 300 SqM villa with4 bedroomsand 3 bathrooms that is available for sale. It is part of theAzzarproject in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP11,100,000 (EGP37,100/SqM).",4,3,300,Villa,"The 5th Settlement, Cairo","EGP37,100",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-villa-for-sale-at-azzar-in-the-5th-settlement-cairo-u946326,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood
U926040,5 Bedroom Villa for sale at Mivida,"EGP22,200,000","This property is a 355 SqM villa with5 bedroomsand 5 bathrooms that is available for sale. It is part of theMividaproject in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP22,200,000 (EGP62,700/SqM).",5,5,355,Villa,"The 5th Settlement, Cairo","EGP62,700",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-villa-for-sale-at-mivida-in-the-5th-settlement-cairo-u926040,N/A,N/A,mawgood,mawgood,mawgood,N/A,mawgood,mawgood
U935656,5 Bedroom Villa for sale at Swan Lake,"EGP32,700,000","This property is a 440 SqM villa with5 bedroomsand 4 bathrooms that is available for sale. It is part of theSwan Lakeproject in The 1st Settlement, Cairo. You can buy this villa for a base price of EGP32,700,000 (EGP74,300/SqM).",5,4,440,Villa,"The 1st Settlement, Cairo","EGP74,300",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-villa-for-sale-at-swan-lake-in-the-1st-settlement-cairo-u935656,mawgood,N/A,mawgood,mawgood,N/A,N/A,mawgood,mawgood
U930904,4 Bedroom Villa for sale at Hyde Park,"EGP18,800,000","This property is a 355 SqM villa with4 bedroomsand 4 bathrooms that is available for sale. It is part of theHyde Parkproject in The 5th Settlement, Cairo and was completed in Mar 2022. You can buy this villa for a base price of EGP18,800,000 (EGP52,800/SqM).",4,4,355,Villa,"The 5th Settlement, Cairo","EGP52,800",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-villa-for-sale-at-hyde-park-in-the-5th-settlement-cairo-u930904,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U943606,3 Bedroom Apartment for sale at Zed East,"EGP13,100,000","This property is a 163 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theZed Eastproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP13,100,000 (EGP80,300/SqM).",3,3,163,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP80,300",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-zed-east-in-the-5th-settlement-cairo-u943606,N/A,N/A,mawgood,mawgood,N/A,N/A,mawgood,mawgood
U958866,3 Bedroom Apartment for sale at El Patio 7,"EGP13,900,000","This property is a 165 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theEl Patio 7project in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP13,900,000 (EGP84,400/SqM).",3,3,165,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP84,400",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-el-patio-7-in-the-5th-settlement-cairo-u958866,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U922254,4 Bedroom Villa for sale at Azzar 2,"EGP8,240,000","This property is a 225 SqM villa with4 bedroomsand 3 bathrooms that is available for sale. It is part of theAzzar 2project in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP8,240,000 (EGP36,600/SqM).",4,3,225,Villa,"The 5th Settlement, Cairo","EGP36,600",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-villa-for-sale-at-azzar-2-in-the-5th-settlement-cairo-u922254,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood
U946444,5 Bedroom Villa for sale at Taj City,"EGP9,810,000","This property is a 278 SqM villa with5 bedroomsand 4 bathrooms that is available for sale. It is part of theTaj Cityproject in The 5th Settlement, Cairo and it is scheduled for completion in May 2029. You can buy this villa for a base price of EGP9,810,000 (EGP35,300/SqM).",5,4,278,Villa,"The 5th Settlement, Cairo","EGP35,300",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-villa-for-sale-at-taj-city-in-the-5th-settlement-cairo-u946444,N/A,N/A,mawgood,mawgood,mawgood,N/A,mawgood,mawgood
U921124,3 Bedroom Townhouse for sale at Zed East,"EGP6,540,000","This property is a 200 SqM townhouse with3 bedroomsand 3 bathrooms that is available for sale. It is part of theZed Eastproject in The 5th Settlement, Cairo. You can buy this townhouse for a base price of EGP6,540,000 (EGP32,700/SqM).",3,3,200,Townhouse,"The 5th Settlement, Cairo","EGP32,700",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-townhouse-for-sale-at-zed-east-in-the-5th-settlement-cairo-u921124,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood
U933528,3 Bedroom Apartment for sale at Mountain View Hyde Park,"EGP7,070,000","This property is a 173 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theMountain View Hyde Parkproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP7,070,000 (EGP40,900/SqM).",3,2,173,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP40,900",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-mountain-view-hyde-park-in-the-5th-settlement-cairo-u933528,N/A,N/A,mawgood,mawgood,N/A,N/A,mawgood,mawgood
U920454,4 Bedroom Villa for sale at Mountain View iCity,"EGP11,400,000","This property is a 320 SqM villa with4 bedroomsand 2 bathrooms that is available for sale. It is part of theMountain View iCityproject in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP11,400,000 (EGP35,600/SqM).",4,2,320,Villa,"The 5th Settlement, Cairo","EGP35,600",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-villa-for-sale-at-mountain-view-icity-in-the-5th-settlement-cairo-u920454,mawgood,mawgood,mawgood,mawgood,N/A,mawgood,mawgood,mawgood
U938130,3 Bedroom Apartment for sale at The Fourteen Golf Residences,"EGP11,500,000","This property is a 162 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theThe Fourteen Golf Residencesproject in Uptown Cairo, Cairo. You can buy this apartment for a base price of EGP11,500,000 (EGP71,100/SqM).",3,2,162,Apartment,"Uptown Cairo, Mokattam,Cairo","EGP71,100",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-the-fourteen-golf-residences-in-uptown-cairo-cairo-u938130,N/A,N/A,N/A,mawgood,N/A,N/A,N/A,mawgood
U964256,4 Bedroom Villa for sale at Zed East,"EGP8,370,000","This property is a 254 SqM villa with4 bedroomsand 3 bathrooms that is available for sale. It is part of theZed Eastproject in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP8,370,000 (EGP33,000/SqM).",4,3,254,Villa,"The 5th Settlement, Cairo","EGP33,000",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-villa-for-sale-at-zed-east-in-the-5th-settlement-cairo-u964256,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U962382,5 Bedroom Villa for sale at Zed East,"EGP13,100,000","This property is a 254 SqM villa with5 bedroomsand 4 bathrooms that is available for sale. It is part of theZed Eastproject in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP13,100,000 (EGP51,500/SqM).",5,4,254,Villa,"The 5th Settlement, Cairo","EGP51,500",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-villa-for-sale-at-zed-east-in-the-5th-settlement-cairo-u962382,N/A,N/A,mawgood,mawgood,mawgood,N/A,mawgood,mawgood
U965046,4 Bedroom Villa for sale at Villette,"EGP15,300,000","This property is a 395 SqM villa with4 bedroomsand 4 bathrooms that is available for sale. It is part of theVilletteproject in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP15,300,000 (EGP38,700/SqM).",4,4,395,Villa,"The 5th Settlement, Cairo","EGP38,700",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-villa-for-sale-at-villette-in-the-5th-settlement-cairo-u965046,N/A,N/A,mawgood,mawgood,mawgood,N/A,mawgood,mawgood
U963216,3 Bedroom Townhouse for sale at Zed East,"EGP11,400,000","This property is a 353 SqM townhouse with3 bedroomsand 3 bathrooms that is available for sale. It is part of theZed Eastproject in The 5th Settlement, Cairo. You can buy this townhouse for a base price of EGP11,400,000 (EGP32,200/SqM).",3,3,353,Townhouse,"The 5th Settlement, Cairo","EGP32,200",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-townhouse-for-sale-at-zed-east-in-the-5th-settlement-cairo-u963216,N/A,N/A,mawgood,mawgood,N/A,N/A,mawgood,mawgood
U919872,4 Bedroom Villa for sale at Azzar 2,"EGP7,590,000","This property is a 340 SqM villa with4 bedroomsand 3 bathrooms that is available for sale. It is part of theAzzar 2project in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP7,590,000 (EGP22,300/SqM).",4,3,340,Villa,"The 5th Settlement, Cairo","EGP22,300",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-villa-for-sale-at-azzar-2-in-the-5th-settlement-cairo-u919872,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U946072,3 Bedroom Penthouse for sale at Mountain View Hyde Park,"EGP8,500,000","This property is a 167 SqM penthouse with3 bedroomsand 3 bathrooms that is available for sale. It is part of theMountain View Hyde Parkproject in The 5th Settlement, Cairo. You can buy this penthouse for a base price of EGP8,500,000 (EGP50,900/SqM).",3,3,167,Penthouse,"The 5th Settlement, New Cairo City,Cairo","EGP50,900",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-penthouse-for-sale-at-mountain-view-hyde-park-in-the-5th-settlement-cairo-u946072,N/A,N/A,N/A,N/A,mawgood,N/A,N/A,mawgood
U966608,4 Bedroom Apartment for sale at Al Burouj Compound,"EGP7,980,000","This property is a 275 SqM apartment with4 bedroomsand 3 bathrooms that is available for sale. It is part of theAl Burouj Compoundproject in El Shorouk Compounds, Cairo. You can buy this apartment for a base price of EGP7,980,000 (EGP29,000/SqM).",4,3,275,Apartment,"El Shorouk Compounds, Shorouk City,Cairo","EGP29,000",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-apartment-for-sale-at-al-burouj-compound-in-el-shorouk-compounds-cairo-u966608,N/A,N/A,mawgood,mawgood,N/A,mawgood,mawgood,mawgood
U953412,3 Bedroom Townhouse for sale at Mountain View iCity,"EGP7,590,000","This property is a 220 SqM townhouse with3 bedroomsand 4 bathrooms that is available for sale. It is part of theMountain View iCityproject in The 5th Settlement, Cairo. You can buy this townhouse for a base price of EGP7,590,000 (EGP34,500/SqM).",3,4,220,Townhouse,"The 5th Settlement, Cairo","EGP34,500",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-townhouse-for-sale-at-mountain-view-icity-in-the-5th-settlement-cairo-u953412,N/A,N/A,mawgood,mawgood,mawgood,N/A,mawgood,mawgood
U951598,2 Bedroom Apartment for sale at Villette,"EGP16,700,000","This property is a 190 SqM apartment with2 bedroomsand 3 bathrooms that is available for sale. It is part of theVilletteproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP16,700,000 (EGP87,800/SqM).",2,3,190,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP87,800",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-villette-in-the-5th-settlement-cairo-u951598,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U920682,3 Bedroom Apartment for sale at Swan Lake,"EGP7,330,000","This property is a 173 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theSwan Lakeproject in The 1st Settlement, Cairo. You can buy this apartment for a base price of EGP7,330,000 (EGP42,400/SqM).",3,3,173,Apartment,"The 1st Settlement, New Cairo City,Cairo","EGP42,400",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-swan-lake-in-the-1st-settlement-cairo-u920682,mawgood,mawgood,N/A,mawgood,mawgood,mawgood,N/A,mawgood
U958672,3 Bedroom Townhouse for sale at Taj City,"EGP8,370,000","This property is a 185 SqM townhouse with3 bedroomsand 2 bathrooms that is available for sale. It is part of theTaj Cityproject in The 5th Settlement, Cairo and it is scheduled for completion in May 2029. You can buy this townhouse for a base price of EGP8,370,000 (EGP45,300/SqM).",3,2,185,Townhouse,"The 5th Settlement, Cairo","EGP45,300",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-townhouse-for-sale-at-taj-city-in-the-5th-settlement-cairo-u958672,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U964338,5 Bedroom Villa for sale at Al Burouj Compound,"EGP12,400,000","This property is a 340 SqM villa with5 bedroomsand 4 bathrooms that is available for sale. It is part of theAl Burouj Compoundproject in El Shorouk Compounds, Cairo. You can buy this villa for a base price of EGP12,400,000 (EGP36,600/SqM).",5,4,340,Villa,"El Shorouk Compounds, Cairo","EGP36,600",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-villa-for-sale-at-al-burouj-compound-in-el-shorouk-compounds-cairo-u964338,mawgood,N/A,mawgood,mawgood,mawgood,N/A,mawgood,mawgood
U920702,3 Bedroom Apartment for sale at Swan Lake,"EGP10,300,000","This property is a 217 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theSwan Lakeproject in The 1st Settlement, Cairo. You can buy this apartment for a base price of EGP10,300,000 (EGP47,600/SqM).",3,3,217,Apartment,"The 1st Settlement, New Cairo City,Cairo","EGP47,600",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-swan-lake-in-the-1st-settlement-cairo-u920702,mawgood,N/A,N/A,mawgood,mawgood,mawgood,N/A,mawgood
U957960,3 Bedroom Villa for sale at Trio Villas,"EGP6,700,000","This property is a 260 SqM villa with3 bedroomsand 2 bathrooms that is available for sale. It is part of theTrio Villasproject in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP6,700,000 (EGP25,800/SqM).",3,2,260,Villa,"The 5th Settlement, Cairo","EGP25,800",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-villa-for-sale-at-trio-villas-in-the-5th-settlement-cairo-u957960,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U934142,4 Bedroom Villa for sale at Azzar,"EGP6,540,000","This property is a 300 SqM villa with4 bedroomsand 2 bathrooms that is available for sale. It is part of theAzzarproject in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP6,540,000 (EGP21,800/SqM).",4,2,300,Villa,"The 5th Settlement, Cairo","EGP21,800",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-villa-for-sale-at-azzar-in-the-5th-settlement-cairo-u934142,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U961922,3 Bedroom Apartment for sale at Mivida,"EGP19,600,000","This property is a 200 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theMividaproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP19,600,000 (EGP98,100/SqM).",3,3,200,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP98,100",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-mivida-in-the-5th-settlement-cairo-u961922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U950858,5 Bedroom Apartment for sale at Taj City,"EGP9,810,000","This property is a 278 SqM apartment with 5 bedrooms and 4 bathrooms that is available for sale. It is part of theTaj Cityproject in The 5th Settlement, Cairo and it is scheduled for completion in May 2029. You can buy this apartment for a base price of EGP9,810,000 (EGP35,300/SqM).",5,4,278,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP35,300",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-apartment-for-sale-at-taj-city-in-the-5th-settlement-cairo-u950858,N/A,N/A,mawgood,mawgood,N/A,N/A,mawgood,mawgood
U930858,3 Bedroom Apartment for sale at Aljazi Marriott Residences,"EGP8,430,000","This property is a 194 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theAljazi Marriott Residencesproject in North Investors Area, Cairo. You can buy this apartment for a base price of EGP8,430,000 (EGP43,400/SqM).",3,3,194,Apartment,"North Investors Area, New Cairo City,Cairo","EGP43,400",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-aljazi-marriott-residences-in-north-investors-area-cairo-u930858,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U942902,3 Bedroom Apartment for sale at Hyde Park,"EGP13,500,000","This property is a 185 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theHyde Parkproject in The 5th Settlement, Cairo and was completed in Mar 2022. You can buy this apartment for a base price of EGP13,500,000 (EGP73,200/SqM).",3,3,185,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP73,200",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-hyde-park-in-the-5th-settlement-cairo-u942902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U949322,3 Bedroom Apartment for sale at Amorada,"EGP9,810,000","This property is a 186 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theAmoradaproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP9,810,000 (EGP52,800/SqM).",3,3,186,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP52,800",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-amorada-in-the-5th-settlement-cairo-u949322,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mawgood
U947704,2 Bedroom Apartment for sale at Villette,"EGP13,300,000","This property is a 127 SqM apartment with2 bedroomsand 3 bathrooms that is available for sale. It is part of theVilletteproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP13,300,000 (EGP105,000/SqM).",2,3,127,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP105,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-villette-in-the-5th-settlement-cairo-u947704,N/A,N/A,mawgood,mawgood,N/A,N/A,mawgood,mawgood
U932322,3 Bedroom Apartment for sale at Cairo Festival City,"EGP7,720,000","This property is a 186 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theCairo Festival Cityproject in North Investors Area, Cairo. You can buy this apartment for a base price of EGP7,720,000 (EGP41,500/SqM).",3,3,186,Apartment,"North Investors Area, New Cairo City,Cairo","EGP41,500",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-cairo-festival-city-in-north-investors-area-cairo-u932322,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U960728,3 Bedroom Apartment for sale at Swan Lake,"EGP9,420,000","This property is a 219 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theSwan Lakeproject in The 1st Settlement, Cairo. You can buy this apartment for a base price of EGP9,420,000 (EGP43,000/SqM).",3,2,219,Apartment,"The 1st Settlement, New Cairo City,Cairo","EGP43,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-swan-lake-in-the-1st-settlement-cairo-u960728,mawgood,mawgood,N/A,mawgood,N/A,mawgood,N/A,mawgood
U933908,3 Bedroom Townhouse for sale at Mountain View iCity,"EGP7,520,000","This property is a 220 SqM townhouse with3 bedroomsand 4 bathrooms that is available for sale. It is part of theMountain View iCityproject in The 5th Settlement, Cairo. You can buy this townhouse for a base price of EGP7,520,000 (EGP34,200/SqM).",3,4,220,Townhouse,"The 5th Settlement, Cairo","EGP34,200",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-townhouse-for-sale-at-mountain-view-icity-in-the-5th-settlement-cairo-u933908,mawgood,mawgood,mawgood,mawgood,N/A,N/A,mawgood,mawgood
U932108,5 Bedroom Townhouse for sale at Azzar 2,"EGP7,590,000","This property is a 225 SqM townhouse with5 bedroomsand 4 bathrooms that is available for sale. It is part of theAzzar 2project in The 5th Settlement, Cairo. You can buy this townhouse for a base price of EGP7,590,000 (EGP33,700/SqM).",5,4,225,Townhouse,"The 5th Settlement, Cairo","EGP33,700",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-townhouse-for-sale-at-azzar-2-in-the-5th-settlement-cairo-u932108,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U932358,2 Bedroom Apartment for sale at Mivida,"EGP16,100,000","This property is a 167 SqM apartment with2 bedroomsand 2 bathrooms that is available for sale. It is part of theMividaproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP16,100,000 (EGP96,400/SqM).",2,2,167,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP96,400",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-mivida-in-the-5th-settlement-cairo-u932358,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U952004,4 Bedroom Townhouse for sale at Mountain View iCity,"EGP8,570,000","This property is a 250 SqM townhouse with4 bedroomsand 3 bathrooms that is available for sale. It is part of theMountain View iCityproject in The 5th Settlement, Cairo. You can buy this townhouse for a base price of EGP8,570,000 (EGP34,300/SqM).",4,3,250,Townhouse,"The 5th Settlement, Cairo","EGP34,300",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-townhouse-for-sale-at-mountain-view-icity-in-the-5th-settlement-cairo-u952004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U922754,3 Bedroom Apartment for sale at The Address East,"EGP13,100,000","This property is a 145 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theThe Address Eastproject in The 5th Settlement, Cairo and was completed in Apr 2024. You can buy this apartment for a base price of EGP13,100,000 (EGP90,200/SqM).",3,2,145,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP90,200",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-the-address-east-in-the-5th-settlement-cairo-u922754,N/A,N/A,N/A,mawgood,N/A,N/A,N/A,mawgood
U924146,3 Bedroom Apartment for sale at Swan Lake,"EGP10,500,000","This property is a 217 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theSwan Lakeproject in The 1st Settlement, Cairo. You can buy this apartment for a base price of EGP10,500,000 (EGP48,200/SqM).",3,2,217,Apartment,"The 1st Settlement, New Cairo City,Cairo","EGP48,200",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-swan-lake-in-the-1st-settlement-cairo-u924146,N/A,N/A,N/A,mawgood,N/A,N/A,N/A,mawgood
U937510,5 Bedroom Villa for sale at Mountain View iCity,"EGP8,140,000","This property is a 222 SqM villa with5 bedroomsand 4 bathrooms that is available for sale. It is part of theMountain View iCityproject in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP8,140,000 (EGP36,700/SqM).",5,4,222,Villa,"The 5th Settlement, Cairo","EGP36,700",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-villa-for-sale-at-mountain-view-icity-in-the-5th-settlement-cairo-u937510,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U922746,3 Bedroom Apartment for sale at Hyde Park,"EGP15,600,000","This property is a 207 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theHyde Parkproject in The 5th Settlement, Cairo and was completed in Mar 2022. You can buy this apartment for a base price of EGP15,600,000 (EGP75,300/SqM).",3,3,207,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP75,300",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-hyde-park-in-the-5th-settlement-cairo-u922746,N/A,N/A,N/A,mawgood,N/A,N/A,N/A,N/A
U962802,6 Bedroom Villa for sale at Al Burouj Compound,"EGP16,200,000","This property is a 440 SqM villa with 6 bedrooms and 3 bathrooms that is available for sale. It is part of theAl Burouj Compoundproject in El Shorouk Compounds, Cairo. You can buy this villa for a base price of EGP16,200,000 (EGP36,900/SqM).",6,3,440,Villa,"El Shorouk Compounds, Cairo","EGP36,900",https://www.fazwaz.com.eg/en/property-sales/6-bedroom-villa-for-sale-at-al-burouj-compound-in-el-shorouk-compounds-cairo-u962802,N/A,mawgood,mawgood,mawgood,mawgood,N/A,mawgood,mawgood
U920136,5 Bedroom Villa for sale at Taj City,"EGP10,500,000","This property is a 370 SqM villa with5 bedroomsand 3 bathrooms that is available for sale. It is part of theTaj Cityproject in The 5th Settlement, Cairo and it is scheduled for completion in May 2029. You can buy this villa for a base price of EGP10,500,000 (EGP28,300/SqM).",5,3,370,Villa,"The 5th Settlement, Cairo","EGP28,300",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-villa-for-sale-at-taj-city-in-the-5th-settlement-cairo-u920136,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
