unit_id,name,price,about,bedrooms,bathrooms,size,property_type,location,price_per_sqm,link,Private Pool,Private Gym,Private Garden,Covered Parking,Maids Quarters,Jacuzzi,Garden,Balcony
U946196,2 Bedroom Apartment for sale at TRUE,"EGP13,400,000","This property is a 120 SqM apartment with2 bedroomsand 1 bathroom that is available for sale. It is part of theTRUEproject in Nasr City Compounds, Cairo and was completed in Jun 2025. You can buy this apartment for a base price of EGP13,400,000 (EGP112,000/SqM).",2,1,120,Apartment,"Nasr City Compounds, Nasr City,Cairo","EGP112,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-true-in-nasr-city-compounds-cairo-u946196,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U930480,3 Bedroom Apartment for sale at TRUE,"EGP14,200,000","This property is a 124 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theTRUEproject in Nasr City Compounds, Cairo and was completed in Jun 2025. You can buy this apartment for a base price of EGP14,200,000 (EGP114,000/SqM).",3,2,124,Apartment,"Nasr City Compounds, Nasr City,Cairo","EGP114,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-true-in-nasr-city-compounds-cairo-u930480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U956290,2 Bedroom Apartment for sale at TRUE,"EGP8,360,000","This property is a 73 SqM apartment with2 bedroomsand 1 bathroom that is available for sale. It is part of theTRUEproject in Nasr City Compounds, Cairo and was completed in Jun 2025. You can buy this apartment for a base price of EGP8,360,000 (EGP115,000/SqM).",2,1,73,Apartment,"Nasr City Compounds, Nasr City,Cairo","EGP115,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-true-in-nasr-city-compounds-cairo-u956290,N/A,N/A,N/A,mawgood,N/A,N/A,N/A,mawgood
U937328,3 Bedroom Apartment for sale at TRUE,"EGP15,400,000","This property is a 124 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theTRUEproject in Nasr City Compounds, Cairo and was completed in Jun 2025. You can buy this apartment for a base price of EGP15,400,000 (EGP124,000/SqM).",3,2,124,Apartment,"Nasr City Compounds, Nasr City,Cairo","EGP124,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-true-in-nasr-city-compounds-cairo-u937328,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U956246,2 Bedroom Apartment for sale at Degla Landmark,"EGP16,900,000","This property is a 107 SqM apartment with2 bedroomsand 1 bathroom that is available for sale. It is part of theDegla Landmarkproject in Nasr City Compounds, Cairo and was completed in Jan 2022. You can buy this apartment for a base price of EGP16,900,000 (EGP158,000/SqM).",2,1,107,Apartment,"Nasr City Compounds, Nasr City,Cairo","EGP158,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-degla-landmark-in-nasr-city-compounds-cairo-u956246,N/A,N/A,N/A,mawgood,N/A,N/A,N/A,mawgood
U957914,2 Bedroom Apartment for sale at Nasr City Towers,"EGP11,800,000","This property is a 102 SqM apartment with2 bedroomsand 2 bathrooms that is available for sale. It is part of theNasr City Towersproject in Nasr City Compounds, Cairo. You can buy this apartment for a base price of EGP11,800,000 (EGP115,000/SqM).",2,2,102,Apartment,"Nasr City Compounds, Nasr City,Cairo","EGP115,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-nasr-city-towers-in-nasr-city-compounds-cairo-u957914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U920678,3 Bedroom Apartment for sale at Degla Landmark,"EGP19,600,000","This property is a 132 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theDegla Landmarkproject in Nasr City Compounds, Cairo and was completed in Jan 2022. You can buy this apartment for a base price of EGP19,600,000 (EGP149,000/SqM).",3,2,132,Apartment,"Nasr City Compounds, Nasr City,Cairo","EGP149,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-degla-landmark-in-nasr-city-compounds-cairo-u920678,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U923810,2 Bedroom Apartment for sale at TRUE,"EGP8,070,000","This property is a 73 SqM apartment with2 bedroomsand 1 bathroom that is available for sale. It is part of theTRUEproject in Nasr City Compounds, Cairo and was completed in Jun 2025. You can buy this apartment for a base price of EGP8,070,000 (EGP111,000/SqM).",2,1,73,Apartment,"Nasr City Compounds, Nasr City,Cairo","EGP111,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-true-in-nasr-city-compounds-cairo-u923810,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U955792,3 Bedroom Apartment for sale at Degla Landmark,"EGP18,200,000","This property is a 115 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theDegla Landmarkproject in Nasr City Compounds, Cairo and was completed in Jan 2022. You can buy this apartment for a base price of EGP18,200,000 (EGP158,000/SqM).",3,2,115,Apartment,"Nasr City Compounds, Nasr City,Cairo","EGP158,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-degla-landmark-in-nasr-city-compounds-cairo-u955792,N/A,N/A,mawgood,mawgood,N/A,N/A,mawgood,mawgood
U927198,3 Bedroom Apartment for sale at Capital East,"EGP21,600,000","This property is a 150 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theCapital Eastproject in Nasr City Compounds, Cairo and was completed in Jun 2020. You can buy this apartment for a base price of EGP21,600,000 (EGP144,000/SqM).",3,2,150,Apartment,"Nasr City Compounds, Nasr City,Cairo","EGP144,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-capital-east-in-nasr-city-compounds-cairo-u927198,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U929772,3 Bedroom Apartment for sale at Capital East,"EGP18,700,000","This property is a 130 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theCapital Eastproject in Nasr City Compounds, Cairo and was completed in Jun 2020. You can buy this apartment for a base price of EGP18,700,000 (EGP144,000/SqM).",3,2,130,Apartment,"Nasr City Compounds, Nasr City,Cairo","EGP144,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-capital-east-in-nasr-city-compounds-cairo-u929772,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U925314,2 Bedroom Apartment for sale at Capital East,"EGP13,200,000","This property is a 90 SqM apartment with2 bedroomsand 1 bathroom that is available for sale. It is part of theCapital Eastproject in Nasr City Compounds, Cairo and was completed in Jun 2020. You can buy this apartment for a base price of EGP13,200,000 (EGP147,000/SqM).",2,1,90,Apartment,"Nasr City Compounds, Nasr City,Cairo","EGP147,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-capital-east-in-nasr-city-compounds-cairo-u925314,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U936072,3 Bedroom Apartment for sale at TRUE,"EGP18,500,000","This property is a 124 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theTRUEproject in Nasr City Compounds, Cairo and was completed in Jun 2025. You can buy this apartment for a base price of EGP18,500,000 (EGP149,000/SqM).",3,2,124,Apartment,"Nasr City Compounds, Nasr City,Cairo","EGP149,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-true-in-nasr-city-compounds-cairo-u936072,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U5370699,Office for sale at Nasr City Flat,"EGP8,000,000","It is part of theNasr City Flatproject in Nasr City, Cairo. You can buy this office for a base price of EGP8,000,000 (EGP23,188/SqM).",1,1,345,Office,"Nasr City,Cairo, Egypt",N/A,https://www.fazwaz.com.eg/en/property-sales/office-for-sale-at-nasr-city-flat-in-nasr-city-cairo-u5370699,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U1910039,2 Bedroom Apartment for sale at Capital East,"EGP1,800,000","This property is a 88 SqM apartment with2 bedroomsand 2 bathrooms that is available for sale. It is part of theCapital Eastproject in Nasr City Compounds, Cairo and was completed in Jun 2020. You can buy this apartment for a base price of EGP1,800,000 (EGP20,455/SqM).Apartment at Capital East88 m2 Apartment at Capital East",2,2,88,Apartment,"Nasr City Compounds, Nasr City,Cairo","EGP20,455",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-capital-east-in-nasr-city-compounds-cairo-u1910039,N/A,N/A,mawgood,mawgood,N/A,N/A,mawgood,mawgood
U1849880,2 Bedroom Apartment for sale at Nasr City Flat,"EGP16,300,000","This property is a 160 SqM apartment with2 bedroomsand 1 bathroom that is available for sale. It is part of theNasr City Flatproject in Nasr City, Cairo and was completed in Jun 1996. You can buy this apartment for a base price of EGP16,300,000 (EGP102,000/SqM).LUXURY FULLY FURNISHED FLAT FOR SALE – For Foreigners, CairoGood Location,  Nasr City,  1 St. area,  near Abbas El-Akkad St.,  5 th. floor,  160 m²,  Bedroom,  Children room,  office room,  kitchen,  Living room,  Balcony,  4 Air Conditions,  Kitchen equipments,  Telephone,  Computer,  Television,  Satellite,  Washing Machine,  Dishwasher,  Balcony flower’s pot with irrigation system,  all windows are made of 2 sheets glass Aluminium windows (Egybel),  very well insulated,  own drain pipes and water pipes including motors & special water filters,  Elevator,  Good Entrance,  …  …Sale Price:   EUR  290.000,-This apartment is suitable for foreigners, payment in euros or dollarsFor further details or to arrange a viewingContact:  Mr. Amin Fayek, Linz, AustriaTel. Austria:   00436763430878Show More",2,1,160,Apartment,"Nasr City,Cairo, Egypt","EGP102,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-nasr-city-flat-in-nasr-city-cairo-u1849880,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mawgood
U921376,5 Bedroom Villa for sale at El Rehab Extension,"EGP6,540,000","This property is a 350 SqM villa with5 bedroomsand 5 bathrooms that is available for sale. It is part of theEl Rehab Extensionproject in Al Rehab, Cairo and was completed in Jan 2022. You can buy this villa for a base price of EGP6,540,000 (EGP18,700/SqM).",5,5,350,Villa,"Al Rehab, Cairo","EGP18,700",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-villa-for-sale-at-el-rehab-extension-in-al-rehab-cairo-u921376,mawgood,N/A,mawgood,mawgood,mawgood,N/A,mawgood,N/A
U957750,3 Bedroom Apartment for sale at El Rehab Extension,"EGP7,200,000","This property is a 202 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theEl Rehab Extensionproject in Al Rehab, Cairo and was completed in Jan 2022. You can buy this apartment for a base price of EGP7,200,000 (EGP35,600/SqM).",3,2,202,Apartment,"Al Rehab, New Cairo City,Cairo","EGP35,600",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-el-rehab-extension-in-al-rehab-cairo-u957750,N/A,mawgood,mawgood,mawgood,mawgood,N/A,mawgood,mawgood
U948650,5 Bedroom Villa for sale at El Rehab Extension,"EGP34,000,000","This property is a 500 SqM villa with5 bedroomsand 3 bathrooms that is available for sale. It is part of theEl Rehab Extensionproject in Al Rehab, Cairo and was completed in Jan 2022. You can buy this villa for a base price of EGP34,000,000 (EGP68,000/SqM).",5,3,500,Villa,"Al Rehab, Cairo","EGP68,000",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-villa-for-sale-at-el-rehab-extension-in-al-rehab-cairo-u948650,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U942126,3 Bedroom Apartment for sale at El Rehab Extension,"EGP6,540,000","This property is a 121 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theEl Rehab Extensionproject in Al Rehab, Cairo and was completed in Jan 2022. You can buy this apartment for a base price of EGP6,540,000 (EGP54,100/SqM).",3,2,121,Apartment,"Al Rehab, New Cairo City,Cairo","EGP54,100",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-el-rehab-extension-in-al-rehab-cairo-u942126,N/A,N/A,N/A,mawgood,N/A,N/A,N/A,mawgood
U960520,3 Bedroom Villa for sale at El Rehab Extension,"EGP31,300,000","This property is a 440 SqM villa with3 bedroomsand 3 bathrooms that is available for sale. It is part of theEl Rehab Extensionproject in Al Rehab, Cairo and was completed in Jan 2022. You can buy this villa for a base price of EGP31,300,000 (EGP71,200/SqM).",3,3,440,Villa,"Al Rehab, Cairo","EGP71,200",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-villa-for-sale-at-el-rehab-extension-in-al-rehab-cairo-u960520,N/A,N/A,mawgood,N/A,mawgood,N/A,mawgood,mawgood
U937036,2 Bedroom Apartment for sale at El Rehab Extension,"EGP13,100,000","This property is a 117 SqM apartment with2 bedroomsand 2 bathrooms that is available for sale. It is part of theEl Rehab Extensionproject in Al Rehab, Cairo and was completed in Jan 2022. You can buy this apartment for a base price of EGP13,100,000 (EGP112,000/SqM).",2,2,117,Apartment,"Al Rehab, New Cairo City,Cairo","EGP112,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-el-rehab-extension-in-al-rehab-cairo-u937036,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mawgood
U960608,3 Bedroom Villa for sale at El Rehab Extension,"EGP29,900,000","This property is a 440 SqM villa with3 bedroomsand 3 bathrooms that is available for sale. It is part of theEl Rehab Extensionproject in Al Rehab, Cairo and was completed in Jan 2022. You can buy this villa for a base price of EGP29,900,000 (EGP67,900/SqM).",3,3,440,Villa,"Al Rehab, Cairo","EGP67,900",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-villa-for-sale-at-el-rehab-extension-in-al-rehab-cairo-u960608,N/A,N/A,mawgood,mawgood,mawgood,N/A,mawgood,mawgood
U929978,4 Bedroom Villa for sale at El Rehab Extension,"EGP144,000,000","This property is a 800 SqM villa with4 bedroomsand 4 bathrooms that is available for sale. It is part of theEl Rehab Extensionproject in Al Rehab, Cairo and was completed in Jan 2022. You can buy this villa for a base price of EGP144,000,000 (EGP180,000/SqM).",4,4,800,Villa,"Al Rehab, Cairo","EGP180,000",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-villa-for-sale-at-el-rehab-extension-in-al-rehab-cairo-u929978,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood
U963144,3 Bedroom Apartment for sale at El Rehab Extension,"EGP9,160,000","This property is a 131 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theEl Rehab Extensionproject in Al Rehab, Cairo and was completed in Jan 2022. You can buy this apartment for a base price of EGP9,160,000 (EGP69,900/SqM).",3,2,131,Apartment,"Al Rehab, New Cairo City,Cairo","EGP69,900",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-el-rehab-extension-in-al-rehab-cairo-u963144,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mawgood
